Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,SYN Flag Count,FIN Flag Count,RST Flag Count,ACK Flag Count,PSH Flag Count,Flow Bytes/s,Flow Packets/s
10/09/2026 22:30:20,192.168.1.21,192.168.1.24,61396,443,17,228445,8,2,7280,50614,0,0,0,0,0,253426.43,43.77
10/09/2026 22:30:20,192.168.1.12,192.168.1.5,54137,8443,6,1292723,20,2,25140,52860,0,0,0,1,1,60337.75,17.02
10/09/2026 22:30:20,192.168.1.18,198.41.0.4,35099,25,6,1702818,5,9,3830,666,1,0,0,0,0,2640.33,8.22
10/09/2026 22:30:20,192.168.1.22,192.168.1.20,0,0,1,3059769,14,2,1148,88,0,0,0,0,0,403.95,5.23
10/09/2026 22:30:20,192.168.1.12,192.168.1.16,15923,8080,6,4662653,17,12,10693,147288,0,1,0,1,0,33882.21,6.22
10/09/2026 22:30:20,192.168.1.10,151.101.1.140,35530,995,6,2849929,1,5,193,1525,0,0,1,0,0,602.82,2.11
10/09/2026 22:30:20,192.168.1.27,192.168.1.23,61977,443,6,634324,5,6,3810,363636,1,0,0,0,0,579271.79,17.34
10/09/2026 22:30:20,192.168.1.3,8.8.8.8,26528,80,6,1589314,11,8,4950,135592,1,0,0,0,0,88429.35,11.95
10/09/2026 22:30:20,192.168.1.6,192.168.1.18,5396,22,6,1341836,15,14,9690,16982,0,0,1,0,0,19877.24,21.61
10/09/2026 22:30:20,192.168.1.25,151.101.1.140,6241,51377,6,2884420,2,15,878,1710,1,0,0,0,0,897.23,5.89
10/09/2026 22:30:20,142.250.80.46,192.168.1.15,51729,29368,6,2787171,3,9,1248,9234,0,0,0,1,0,3760.8,4.31
10/09/2026 22:30:20,192.168.1.19,192.168.1.3,2355,443,6,4689485,16,6,4048,374256,1,0,0,0,0,80670.69,4.69
10/09/2026 22:30:20,192.168.1.21,192.168.1.16,1412,443,6,1906126,3,4,1104,228408,0,1,0,1,0,120407.57,3.67
10/09/2026 22:30:20,192.168.1.15,192.168.1.12,9686,80,6,715774,16,2,19456,126978,1,0,0,0,0,204581.33,25.15
10/09/2026 22:30:20,8.8.8.8,192.168.1.29,7883,443,6,751191,1,2,352,21286,0,0,0,1,0,28804.92,3.99
10/09/2026 22:30:20,192.168.1.14,192.168.1.28,42317,53,6,2659382,8,1,264,230,0,1,0,1,0,185.76,3.38
10/09/2026 22:30:20,192.168.1.2,192.168.1.14,48249,53,6,1825830,3,12,240,4800,0,1,0,1,0,2760.39,8.22
10/09/2026 22:30:20,192.168.1.9,192.168.1.21,6219,80,6,530912,10,4,10810,90136,0,0,0,1,1,190136.97,26.37
10/09/2026 22:30:20,192.168.1.2,192.168.1.12,0,0,1,726565,13,6,806,408,0,0,0,0,0,1670.88,26.15
10/09/2026 22:30:20,192.168.1.17,192.168.1.9,44993,443,6,1588222,16,14,11280,305452,1,0,0,0,0,199425.52,18.89
10/09/2026 22:30:20,8.8.8.8,198.41.0.4,5764,29665,6,2221853,11,0,7854,0,1,0,0,0,0,3534.89,4.95
10/09/2026 22:30:20,192.168.1.19,192.168.1.7,63130,8080,6,1408186,20,6,21140,5022,0,1,0,1,0,18578.51,18.46
10/09/2026 22:30:20,192.168.1.7,192.168.1.6,19248,54311,17,1332600,9,4,9639,4280,0,0,0,0,0,10444.99,9.76
10/09/2026 22:30:20,151.101.1.140,172.217.14.238,33592,993,6,790744,1,1,1368,1232,0,0,0,1,0,3288.04,2.53
10/09/2026 22:30:20,192.168.1.12,104.244.42.65,55089,56328,6,465871,19,7,23180,9366,0,0,0,1,1,69860.54,55.81
10/09/2026 22:30:20,192.168.1.25,192.168.1.12,23563,21135,17,3455490,6,7,6066,3010,0,0,0,0,0,2626.55,3.76
10/09/2026 22:30:20,8.8.8.8,192.168.1.16,22295,56491,17,1482632,17,13,11985,5317,0,0,0,0,0,11669.79,20.23
10/09/2026 22:30:20,192.168.1.11,192.168.1.14,27682,80,6,997912,8,13,8648,199511,1,0,0,0,0,208594.55,21.04
10/09/2026 22:30:20,192.168.1.29,52.84.17.100,34310,443,17,2573729,13,15,2873,607590,0,0,0,0,0,237190.08,10.88
10/09/2026 22:30:20,192.168.1.22,192.168.1.2,49466,52238,6,208106,20,3,12680,4116,0,0,1,0,0,80708.87,110.52
10/09/2026 22:30:20,192.168.1.2,192.168.1.11,1564,56796,6,661604,20,11,25340,6347,0,0,0,1,1,47894.21,46.86
10/09/2026 22:30:20,192.168.1.18,192.168.1.10,50396,22,17,3179159,19,3,4845,3711,0,0,0,0,0,2691.28,6.92
10/09/2026 22:30:20,192.168.1.7,151.101.1.140,0,0,1,1446122,13,14,975,1064,0,0,0,0,0,1409.98,18.67
10/09/2026 22:30:20,151.101.1.140,192.168.1.27,4849,8080,6,4313990,7,0,4410,0,0,0,0,1,0,1022.26,1.62
10/09/2026 22:30:20,192.168.1.7,192.168.1.9,22387,80,6,130141,10,12,12990,766380,0,0,1,0,0,5988658.46,169.05
10/09/2026 22:30:20,192.168.1.9,192.168.1.4,30885,31372,6,1225852,19,8,18924,4576,0,0,0,1,1,19170.34,22.03
10/09/2026 22:30:20,192.168.1.13,192.168.1.15,40126,63441,6,3076610,6,10,8046,10610,0,0,1,0,0,6063.82,5.2
10/09/2026 22:30:20,8.8.4.4,52.84.17.100,0,0,1,3440143,10,15,580,690,0,0,0,0,0,369.17,7.27
10/09/2026 22:30:20,1.1.1.1,192.168.1.4,27598,443,17,4506581,10,12,10310,428004,0,0,0,0,0,97260.87,4.88
10/09/2026 22:30:20,192.168.1.28,192.168.1.19,11023,80,6,1969239,20,14,19720,700728,0,0,0,1,0,365850.97,17.27
10/09/2026 22:30:20,192.168.1.28,192.168.1.1,46634,22,6,4310630,8,6,3208,7086,0,0,0,1,0,2388.05,3.25
10/09/2026 22:30:20,104.244.42.65,192.168.1.11,33283,8080,17,1944096,15,15,19755,429915,0,0,0,0,0,231300.31,15.43
10/09/2026 22:30:20,192.168.1.20,52.84.17.100,49522,143,6,2044613,16,2,20800,1808,1,0,0,0,0,11057.35,8.8
10/09/2026 22:30:20,151.101.1.140,192.168.1.15,44961,22,6,1140970,13,7,14599,9653,0,1,0,1,0,21255.6,17.53
10/09/2026 22:30:20,192.168.1.23,192.168.1.14,0,0,1,4967055,16,11,608,616,0,0,0,0,0,246.42,5.44
10/09/2026 22:30:20,192.168.1.8,192.168.1.27,27961,62486,6,1197570,1,10,1348,9530,1,0,0,0,0,9083.39,9.19
10/09/2026 22:30:20,192.168.1.8,192.168.1.10,23733,8080,17,330744,16,0,6240,0,0,0,0,0,0,18866.56,48.38
10/09/2026 22:30:20,192.168.1.1,192.168.1.24,42556,80,6,1302989,16,6,20704,152400,1,0,0,0,0,132851.47,16.88
10/09/2026 22:30:20,192.168.1.16,192.168.1.7,37333,28020,6,2395428,9,6,3960,774,1,0,0,1,0,1976.26,6.26
10/09/2026 22:30:20,192.168.1.7,192.168.1.24,10420,995,6,4772973,15,1,20400,647,0,1,0,1,0,4409.62,3.35
10/09/2026 22:30:20,192.168.1.27,192.168.1.16,60635,443,6,1198353,14,7,12264,55440,0,0,0,1,0,56497.54,17.52
10/09/2026 22:30:20,192.168.1.5,192.168.1.3,16791,143,6,2154243,2,4,1198,2116,0,0,1,0,0,1538.36,2.79
10/09/2026 22:30:20,192.168.1.27,192.168.1.22,12715,8080,6,742318,1,2,238,83122,0,0,0,1,0,112296.89,4.04
10/09/2026 22:30:20,192.168.1.26,192.168.1.7,18924,57218,6,231825,9,5,9675,5420,0,1,0,1,0,65113.77,60.39
10/09/2026 22:30:20,192.168.1.11,192.168.1.18,26184,22,6,3120187,7,15,4165,10305,0,0,0,1,0,4637.54,7.05
10/09/2026 22:30:20,192.168.1.9,192.168.1.16,0,0,1,2026527,13,8,650,352,0,0,0,0,0,494.44,10.36
10/09/2026 22:30:20,142.250.80.46,192.168.1.7,26261,443,6,1468401,3,9,3465,517743,0,0,0,1,1,354949.36,8.17
10/09/2026 22:30:20,192.168.1.6,151.101.1.140,32069,8101,6,1722028,14,9,15078,1701,0,1,0,1,0,9743.74,13.36
10/09/2026 22:30:20,192.168.1.3,192.168.1.22,24701,443,6,1159047,11,12,15158,445668,0,0,0,1,0,397590.43,19.84
10/09/2026 22:30:20,192.168.1.1,151.101.1.140,5328,143,6,39225,20,10,22300,13160,0,1,0,1,0,904015.3,764.82
10/09/2026 22:30:20,8.8.4.4,1.1.1.1,46820,443,6,4567346,5,4,4430,54124,0,0,0,1,1,12820.14,1.97
10/09/2026 22:30:20,104.244.42.65,192.168.1.13,19203,587,17,3327800,15,4,8445,5976,0,0,0,0,0,4333.49,5.71
10/09/2026 22:30:20,192.168.1.6,172.217.14.238,50998,53,6,4578243,12,10,360,1760,1,0,0,0,0,463.06,4.81
10/09/2026 22:30:20,192.168.1.12,142.250.80.46,64879,53,17,2023226,6,4,420,1576,0,0,0,0,0,986.54,4.94
10/09/2026 22:30:20,52.84.17.100,192.168.1.23,0,0,1,3783920,3,11,201,715,0,0,0,0,0,242.08,3.7
10/09/2026 22:30:20,104.244.42.65,192.168.1.23,13053,443,17,4809435,17,4,23817,239328,0,0,0,0,0,54714.33,4.37
10/09/2026 22:30:20,151.101.1.140,192.168.1.16,7863,8443,17,1544789,12,5,13524,33010,0,0,0,0,0,30123.21,11.0
10/09/2026 22:30:20,192.168.1.6,192.168.1.17,4243,22,6,2113594,16,15,16528,4050,0,0,0,1,0,9736.02,14.67
10/09/2026 22:30:20,192.168.1.2,198.41.0.4,27910,22,6,1577664,6,4,2238,528,0,1,0,1,0,1753.23,6.34
10/09/2026 22:30:20,192.168.1.15,142.250.80.46,2624,8080,6,4615327,2,14,1458,157360,0,0,0,1,1,34411.0,3.47
10/09/2026 22:30:20,192.168.1.22,192.168.1.9,54403,22,6,2902012,14,10,10136,6300,1,0,0,0,0,5663.66,8.27
10/09/2026 22:30:20,192.168.1.5,192.168.1.13,54687,443,6,1837116,11,5,11132,25560,0,1,0,1,0,19972.61,8.71
10/09/2026 22:30:20,192.168.1.20,8.8.8.8,12524,38422,17,11844,18,9,7380,10179,0,0,0,0,0,1482522.8,2279.64
10/09/2026 22:30:20,192.168.1.1,192.168.1.16,48508,47300,6,4844852,14,9,14308,5013,1,0,0,0,0,3987.94,4.75
10/09/2026 22:30:20,192.168.1.26,192.168.1.17,53813,53,6,1392755,19,5,1140,1580,0,1,0,1,0,1952.96,17.23
10/09/2026 22:30:20,192.168.1.5,192.168.1.23,29283,63794,6,768929,19,10,11780,1530,0,0,1,0,0,17309.79,37.71
10/09/2026 22:30:20,192.168.1.16,192.168.1.21,24650,8443,6,1746867,8,3,4480,29898,1,0,0,0,0,19679.8,6.3
10/09/2026 22:30:20,192.168.1.15,192.168.1.1,59717,587,6,4634241,8,10,880,4460,1,0,0,0,0,1152.29,3.88
10/09/2026 22:30:20,192.168.1.25,198.41.0.4,53985,8443,6,2504993,9,3,5256,177786,1,0,0,0,0,73070.86,4.79
10/09/2026 22:30:20,192.168.1.6,198.41.0.4,59165,8443,6,262297,18,9,22176,445140,0,0,0,1,0,1781629.22,102.94
10/09/2026 22:30:20,192.168.1.5,198.41.0.4,35261,8443,6,3885400,19,15,17461,399525,0,0,1,0,0,107321.25,8.75
10/09/2026 22:30:20,8.8.4.4,192.168.1.28,33258,22,6,3365991,7,4,3353,4460,0,0,0,1,1,2321.16,3.27
10/09/2026 22:30:20,192.168.1.22,192.168.1.25,1374,53,6,4707580,14,10,1036,3510,1,0,0,0,0,965.68,5.1
10/09/2026 22:30:20,192.168.1.1,192.168.1.19,55918,22,17,3563991,15,12,20475,9144,0,0,0,0,0,8310.63,7.58
10/09/2026 22:30:20,192.168.1.19,192.168.1.23,33998,8080,17,1721809,17,1,24055,39906,0,0,0,0,0,37147.56,10.45
10/09/2026 22:30:20,192.168.1.2,192.168.1.29,45250,80,6,1125403,5,4,1250,158688,1,0,0,1,0,142116.2,8.0
10/09/2026 22:30:20,192.168.1.15,192.168.1.5,35835,53,6,329401,11,6,770,768,0,0,1,0,0,4669.08,51.61
10/09/2026 22:30:20,192.168.1.4,192.168.1.20,33856,8443,6,1118283,12,9,16032,369855,1,0,0,0,0,345070.97,18.78
10/09/2026 22:30:20,192.168.1.26,192.168.1.12,0,0,1,2839719,2,6,116,186,0,0,0,0,0,106.35,2.82
10/09/2026 22:30:20,192.168.1.16,192.168.1.11,7445,53,6,756711,3,10,219,1680,0,0,0,1,0,2509.54,17.18
10/09/2026 22:30:20,192.168.1.22,192.168.1.26,44434,80,6,1791555,11,9,7029,451854,1,0,0,0,0,256136.71,11.16
10/09/2026 22:30:20,151.101.1.140,192.168.1.14,3620,53,6,4224876,3,5,168,425,1,0,0,1,0,140.36,1.89
10/09/2026 22:30:20,192.168.1.26,52.84.17.100,0,0,1,1082009,16,7,960,210,0,0,0,0,0,1081.32,21.26
10/09/2026 22:30:20,192.168.1.15,13.32.99.1,10218,8443,17,1975471,13,9,3575,215397,0,0,0,0,0,110845.46,11.14
10/09/2026 22:30:20,192.168.1.13,192.168.1.27,0,0,1,1463452,2,3,152,156,0,0,0,0,0,210.46,3.42
10/09/2026 22:30:20,192.168.1.3,192.168.1.2,40409,23647,6,2511475,9,13,8442,16796,0,0,0,1,1,10049.07,8.76
10/09/2026 22:30:20,192.168.1.12,192.168.1.24,47755,80,6,3869588,11,0,11649,0,0,0,0,1,0,3010.4,2.84
10/09/2026 22:30:20,192.168.1.18,8.8.8.8,30300,8080,6,751195,11,3,3729,43953,0,0,0,1,1,63474.86,18.64
10/09/2026 22:30:20,192.168.1.18,192.168.1.4,0,0,1,2038749,16,10,1104,430,0,0,0,0,0,752.42,12.75
10/09/2026 22:30:20,1.1.1.1,192.168.1.26,56825,36924,6,3371950,12,14,11184,20020,1,0,0,0,0,9253.99,7.71
10/09/2026 22:30:20,192.168.1.4,142.250.80.46,44136,2345,6,1844070,11,10,6908,11040,0,0,0,1,0,9732.82,11.39
10/09/2026 22:30:20,192.168.1.1,104.244.42.65,46900,443,6,4937350,19,2,10336,115910,0,1,0,1,0,25569.59,4.25
10/09/2026 22:30:20,192.168.1.28,192.168.1.11,53675,4899,6,4623183,3,8,1401,6032,0,0,0,1,0,1607.77,2.38
10/09/2026 22:30:20,192.168.1.9,192.168.1.5,65225,8080,6,1039033,17,8,17119,165464,0,0,0,1,1,175723.97,24.06
10/09/2026 22:30:20,192.168.1.14,192.168.1.8,47836,48695,6,1260121,12,2,16860,378,0,1,0,1,0,13679.64,11.11
10/09/2026 22:30:20,192.168.1.13,104.244.42.65,31525,20,17,3541864,15,1,10200,845,0,0,0,0,0,3118.41,4.52
10/09/2026 22:30:20,192.168.1.6,104.244.42.65,3238,443,17,4927695,15,13,4260,584740,0,0,0,0,0,119528.5,5.68
10/09/2026 22:30:20,192.168.1.3,192.168.1.23,44906,53,17,1962529,7,6,308,1032,0,0,0,0,0,682.79,6.62
10/09/2026 22:30:20,192.168.1.6,192.168.1.13,41155,22,17,3841084,20,1,18760,309,0,0,0,0,0,4964.48,5.47
10/09/2026 22:30:20,192.168.1.26,192.168.1.3,26084,1099,17,3029691,16,15,17472,13290,0,0,0,0,0,10153.51,10.23
10/09/2026 22:30:20,192.168.1.18,192.168.1.25,34998,8080,6,3893060,8,0,8144,0,1,0,0,0,0,2091.93,2.05
10/09/2026 22:30:20,192.168.1.11,192.168.1.24,0,0,1,1109676,11,8,385,432,0,0,0,0,0,736.25,17.12
10/09/2026 22:30:20,192.168.1.4,192.168.1.29,17800,53,6,4188758,2,5,110,775,0,0,0,1,0,211.28,1.67
10/09/2026 22:30:20,192.168.1.10,192.168.1.23,51033,8080,17,3109302,9,14,5067,840700,0,0,0,0,0,272011.85,7.4
10/09/2026 22:30:20,192.168.1.16,192.168.1.9,51654,8080,6,2975611,1,11,631,621247,0,1,0,1,0,208991.7,4.03
10/09/2026 22:30:20,8.8.8.8,192.168.1.4,6699,443,6,1599368,18,4,4482,92236,1,0,0,0,0,60472.64,13.76
10/09/2026 22:30:20,192.168.1.21,192.168.1.7,22641,1842,6,4625251,18,10,17388,5260,1,0,0,1,0,4896.6,6.05
10/09/2026 22:30:20,192.168.1.7,192.168.1.3,6852,35546,6,2030839,4,6,5084,954,0,0,0,1,1,2973.16,4.92
10/09/2026 22:30:20,192.168.1.23,192.168.1.26,38323,8080,6,4351264,9,14,11790,70112,0,1,0,1,0,18822.58,5.29
10/09/2026 22:30:20,192.168.1.16,192.168.1.13,4130,8443,17,4736301,3,6,3549,131052,0,0,0,0,0,28419.01,1.9
10/09/2026 22:30:20,192.168.1.28,192.168.1.1,17157,53,17,4698198,1,5,54,1910,0,0,0,0,0,418.03,1.28
10/09/2026 22:30:20,192.168.1.14,192.168.1.7,7360,53,17,1456023,19,8,1501,2064,0,0,0,0,0,2448.45,18.54
10/09/2026 22:30:20,172.217.14.238,192.168.1.19,62798,53,6,681145,16,2,1136,800,0,0,1,0,0,2842.27,26.43
10/09/2026 22:30:20,142.250.80.46,192.168.1.25,0,0,1,1660807,10,6,750,492,0,0,0,0,0,747.83,9.63
10/09/2026 22:30:20,192.168.1.21,198.41.0.4,63148,25617,6,1617689,15,6,2025,3000,1,0,0,1,0,3106.28,12.98
10/09/2026 22:30:20,192.168.1.20,198.41.0.4,58490,2125,6,671370,5,12,4525,16440,1,0,0,0,0,31227.19,25.32
10/09/2026 22:30:20,192.168.1.26,192.168.1.19,28041,8080,6,3831408,9,4,3366,220788,0,0,0,1,0,58504.34,3.39
10/09/2026 22:30:20,192.168.1.12,192.168.1.5,53692,80,17,1074469,8,10,2872,585530,0,0,0,0,0,547621.2,16.75
10/09/2026 22:30:20,192.168.1.6,192.168.1.5,20337,61391,6,3919731,11,4,12364,916,0,1,0,1,0,3387.99,3.83
10/09/2026 22:30:20,192.168.1.24,192.168.1.19,11762,143,6,3707006,10,7,14600,1932,0,1,0,1,0,4459.66,4.59
10/09/2026 22:30:20,192.168.1.28,192.168.1.10,45596,443,17,2300799,3,14,1620,568232,0,0,0,0,0,247675.7,7.39
10/09/2026 22:30:20,52.84.17.100,192.168.1.7,10799,20463,6,2168427,9,10,12276,12960,1,0,0,0,0,11637.93,8.76
10/09/2026 22:30:20,192.168.1.24,192.168.1.9,54762,80,6,1968042,5,13,6365,682279,0,0,0,1,1,349913.26,9.15
10/09/2026 22:30:20,13.32.99.1,192.168.1.26,51996,43700,6,2195250,5,14,3010,3696,0,0,1,0,0,3054.78,8.66
10/09/2026 22:30:20,192.168.1.23,192.168.1.26,43443,465,6,4993013,13,13,7410,7176,0,0,0,1,1,2921.28,5.21
10/09/2026 22:30:20,192.168.1.26,192.168.1.27,8171,1199,6,1162197,4,4,5368,4156,0,0,0,1,0,8194.82,6.88
10/09/2026 22:30:20,192.168.1.15,151.101.1.140,43033,53,6,3538773,10,11,680,5632,0,0,0,1,0,1783.67,5.93
10/09/2026 22:30:20,192.168.1.9,192.168.1.3,57757,8443,17,4429198,16,13,8064,15886,0,0,0,0,0,5407.3,6.55
10/09/2026 22:30:20,192.168.1.25,192.168.1.17,1874,8443,17,4152679,8,3,9496,149376,0,0,0,0,0,38257.71,2.65
10/09/2026 22:30:20,8.8.8.8,192.168.1.14,63587,52287,6,3247072,15,4,5880,5996,1,0,0,0,0,3657.45,5.85
10/09/2026 22:30:20,192.168.1.15,192.168.1.27,17307,443,6,2338920,1,12,704,722976,0,0,0,1,0,309407.76,5.56
10/09/2026 22:30:20,192.168.1.11,151.101.1.140,51938,8443,6,310412,19,11,27075,116644,0,1,0,1,0,462994.34,96.65
10/09/2026 22:30:20,192.168.1.6,1.1.1.1,30564,8080,6,1497565,12,9,17352,412533,1,0,0,0,0,287055.99,14.02
10/09/2026 22:30:20,192.168.1.25,192.168.1.23,64345,995,6,4710967,16,1,21472,147,1,0,0,0,0,4589.08,3.61
10/09/2026 22:30:20,192.168.1.13,172.217.14.238,1033,53,6,1924869,10,3,740,891,1,0,0,0,0,847.33,6.75
10/09/2026 22:30:20,192.168.1.27,192.168.1.15,42575,37941,6,1264711,8,13,10632,14573,1,0,0,0,0,19929.45,16.6
10/09/2026 22:30:20,192.168.1.2,151.101.1.140,17302,80,6,4079714,3,3,4371,63561,0,0,0,1,0,16651.17,1.47
10/09/2026 22:30:20,192.168.1.16,1.1.1.1,38013,8443,6,1419860,15,0,15165,0,0,0,0,1,1,10680.63,10.56
10/09/2026 22:30:20,192.168.1.24,192.168.1.25,30110,8443,6,4747102,18,4,5256,202028,0,1,0,1,0,43665.38,4.63
10/09/2026 22:30:20,192.168.1.29,198.41.0.4,32356,80,17,2833529,3,5,1665,166250,0,0,0,0,0,59260.03,2.82
10/09/2026 22:30:20,1.1.1.1,192.168.1.29,24013,22,6,716519,19,13,14307,16432,0,1,0,1,0,42900.47,44.66
10/09/2026 22:30:20,1.1.1.1,192.168.1.12,12327,80,17,2977902,17,14,12206,46032,0,0,0,0,0,19556.72,10.41
10/09/2026 22:30:20,192.168.1.29,192.168.1.6,39164,22,17,3227093,11,5,11099,1330,0,0,0,0,0,3851.45,4.96
10/09/2026 22:30:20,192.168.1.4,8.8.4.4,38346,8443,17,3896512,17,4,12087,50796,0,0,0,0,0,16138.28,5.39
10/09/2026 22:30:20,192.168.1.3,192.168.1.24,22306,22,17,169087,2,14,1190,1708,0,0,0,0,0,17139.11,94.63
10/09/2026 22:30:20,192.168.1.21,8.8.8.8,34707,43877,6,728329,18,9,25938,3366,0,1,0,1,0,40234.56,37.07
10/09/2026 22:30:20,192.168.1.21,192.168.1.4,61404,53,6,2621801,13,14,650,5866,0,0,0,1,0,2485.31,10.3
10/09/2026 22:30:20,192.168.1.21,192.168.1.23,0,0,1,189665,18,15,1260,1110,0,0,0,0,0,12495.72,173.99
10/09/2026 22:30:20,13.32.99.1,52.84.17.100,2816,80,6,4134944,4,7,4652,136570,0,0,0,1,0,34153.3,2.66
10/09/2026 22:30:20,192.168.1.18,172.217.14.238,52447,29608,6,4557825,18,14,3312,15484,1,0,0,1,0,4123.9,7.02
10/09/2026 22:30:20,192.168.1.10,192.168.1.2,17730,443,6,1510501,19,11,23617,167574,1,0,0,0,0,126574.56,19.86
10/09/2026 22:30:20,8.8.4.4,192.168.1.21,26654,8443,6,1235815,3,5,3261,38130,0,0,0,1,0,33492.88,6.47
10/09/2026 22:30:20,192.168.1.10,192.168.1.4,32055,8443,6,4597366,18,9,25902,187803,1,0,0,0,0,46484.23,5.87
10/09/2026 22:30:20,172.217.14.238,192.168.1.27,42713,55032,6,918733,20,15,2920,14985,0,0,0,1,1,19488.8,38.1
10/09/2026 22:30:20,192.168.1.2,192.168.1.20,54893,53104,6,3728978,16,5,21216,5065,0,0,0,1,0,7047.78,5.63
10/09/2026 22:30:20,192.168.1.7,192.168.1.1,33477,1298,6,789224,18,8,5508,7720,1,0,0,1,0,16760.77,32.94
10/09/2026 22:30:20,192.168.1.2,192.168.1.11,25047,22,6,1959160,9,12,4797,6732,1,0,0,0,0,5884.66,10.72
10/09/2026 22:30:21,192.168.1.20,192.168.1.18,50002,25,6,3301759,11,0,2475,0,0,0,0,1,0,749.6,3.33
10/09/2026 22:30:21,52.84.17.100,192.168.1.21,65508,55673,6,1833634,13,4,12272,4648,0,0,0,1,0,9227.58,9.27
10/09/2026 22:30:21,192.168.1.12,192.168.1.9,5021,8080,17,1448525,11,14,13739,721378,0,0,0,0,0,507493.48,17.26
10/09/2026 22:30:21,192.168.1.8,192.168.1.21,11874,443,17,4049868,15,15,10005,873495,0,0,0,0,0,218155.26,7.41
10/09/2026 22:30:21,8.8.4.4,192.168.1.14,18656,51669,6,2217596,1,11,751,1760,1,0,0,0,0,1132.31,5.41
10/09/2026 22:30:21,192.168.1.10,192.168.1.22,31858,80,6,1282428,11,4,12353,151820,0,1,0,1,0,128017.32,11.7
10/09/2026 22:30:21,172.217.14.238,192.168.1.9,64051,443,6,711100,15,10,8055,237410,0,0,0,1,0,345190.55,35.16
10/09/2026 22:30:21,192.168.1.19,192.168.1.14,12121,8080,6,3351862,4,0,5312,0,1,0,0,0,0,1584.79,1.19
10/09/2026 22:30:21,192.168.1.18,192.168.1.6,45511,25787,6,115726,4,3,2164,2934,1,0,0,0,0,44052.33,60.49
10/09/2026 22:30:21,192.168.1.23,192.168.1.16,51673,53,17,2697201,8,10,504,2710,0,0,0,0,0,1191.61,6.67
10/09/2026 22:30:21,192.168.1.7,192.168.1.19,64384,8080,6,923613,6,2,4518,81500,0,0,0,1,1,93132.08,8.66
10/09/2026 22:30:21,52.84.17.100,192.168.1.2,31749,8443,6,3901906,11,7,7260,439887,0,0,0,1,0,114597.07,4.61
10/09/2026 22:30:21,192.168.1.5,104.244.42.65,46630,53,17,2172964,7,0,434,0,0,0,0,0,0,199.73,3.22
10/09/2026 22:30:21,192.168.1.1,172.217.14.238,4964,22,6,807455,12,6,2388,2748,1,0,0,0,0,6360.73,22.29
10/09/2026 22:30:21,192.168.1.26,192.168.1.9,49716,80,6,2842812,1,4,273,25496,1,0,0,0,0,9064.62,1.76
10/09/2026 22:30:21,13.32.99.1,8.8.8.8,60506,22,17,4140945,20,8,13820,3288,0,0,0,0,0,4131.42,6.76
10/09/2026 22:30:21,192.168.1.2,198.41.0.4,13385,10066,17,4730309,16,7,2912,2023,0,0,0,0,0,1043.27,4.86
10/09/2026 22:30:21,192.168.1.3,192.168.1.22,43458,22,17,3906769,16,6,16736,6672,0,0,0,0,0,5991.65,5.63
10/09/2026 22:30:21,192.168.1.26,192.168.1.7,8615,443,17,2214183,12,8,2616,108800,0,0,0,0,0,50319.24,9.03
10/09/2026 22:30:21,192.168.1.28,192.168.1.27,26561,8443,17,69230,1,4,523,179572,0,0,0,0,0,2601401.13,72.22
10/09/2026 22:30:21,52.84.17.100,192.168.1.14,33411,25922,6,208276,5,0,1935,0,1,0,0,0,0,9290.56,24.01
10/09/2026 22:30:21,192.168.1.17,192.168.1.19,59978,8080,6,3341979,19,9,22648,358344,0,0,0,1,0,114001.91,8.38
10/09/2026 22:30:21,192.168.1.2,192.168.1.19,52933,8443,6,4768540,16,14,21376,372694,0,0,0,1,0,82639.55,6.29
10/09/2026 22:30:21,192.168.1.6,192.168.1.17,57782,53,6,3170038,6,7,294,2338,0,1,0,1,0,830.27,4.1
10/09/2026 22:30:21,151.101.1.140,192.168.1.16,6002,53,6,4638338,12,2,540,148,0,0,0,1,0,148.33,3.02
10/09/2026 22:30:21,192.168.1.19,192.168.1.28,33118,8443,17,3049613,6,14,4116,586628,0,0,0,0,0,193711.14,6.56
10/09/2026 22:30:21,1.1.1.1,52.84.17.100,55892,443,6,1820362,19,1,3819,57576,0,1,0,1,0,33726.81,10.99
10/09/2026 22:30:21,52.84.17.100,192.168.1.20,17696,53,6,882790,13,10,702,1160,1,0,0,0,0,2109.22,26.05
10/09/2026 22:30:21,142.250.80.46,192.168.1.18,26896,80,6,77729,6,1,7854,60779,0,1,0,1,0,882978.04,90.06
10/09/2026 22:30:21,192.168.1.10,192.168.1.8,31166,53,6,4289098,8,12,584,1440,1,0,0,0,0,471.89,4.66
10/09/2026 22:30:21,192.168.1.17,52.84.17.100,12281,33330,6,4263103,15,3,17730,3669,0,1,0,1,0,5019.58,4.22
10/09/2026 22:30:21,192.168.1.14,192.168.1.5,22794,22,6,4308516,3,0,4110,0,0,0,0,1,1,953.92,0.7
10/09/2026 22:30:21,192.168.1.27,192.168.1.11,55605,8080,6,51272,2,10,1032,455370,0,0,0,1,0,8901583.71,234.05
10/09/2026 22:30:21,192.168.1.25,13.32.99.1,45610,8080,6,4651517,12,10,6168,655020,1,0,0,0,0,142144.59,4.73
